Time;Action
59915410.000000;28.000000
59922140.000000;27.000000
59922830.000000;28.000000
59971180.000000;33.000000
59984050.000000;25.000000
59984050.000000;17.000000
59984050.000000;19.000000
59984050.000000;21.000000
59984200.000000;26.000000
59984300.000000;25.000000
59984560.000000;26.000000
59984660.000000;25.000000
59984710.000000;26.000000
59986630.000000;23.000000
59987180.000000;24.000000
59987540.000000;23.000000
59987890.000000;24.000000
59987940.000000;23.000000
59988600.000000;24.000000
59989930.000000;27.000000
59990140.000000;18.000000
59990140.000000;20.000000
59990190.000000;22.000000
59990190.000000;28.000000
59990400.000000;27.000000
59990400.000000;30.000000
59990400.000000;36.000000
59992700.000000;28.000000
60000660.000000;25.000000
60000860.000000;26.000000
60002710.000000;25.000000
60003220.000000;26.000000
60006870.000000;25.000000
60007870.000000;26.000000
60013010.000000;23.000000
60013360.000000;24.000000
60106880.000000;23.000000
60107290.000000;24.000000
60107610.000000;23.000000
60107710.000000;24.000000
60108430.000000;25.000000
60108680.000000;26.000000
60109780.000000;27.000000
60110330.000000;28.000000
60110680.000000;27.000000
60110980.000000;28.000000
60112330.000000;27.000000
60112980.000000;28.000000
60113080.000000;27.000000
60113290.000000;28.000000
60113340.000000;27.000000
60113700.000000;28.000000
60113850.000000;27.000000
60114200.000000;28.000000
60114450.000000;27.000000
60115120.000000;28.000000
60115670.000000;27.000000
60116320.000000;28.000000
60116570.000000;27.000000
60116870.000000;28.000000
60118670.000000;23.000000
60119420.000000;33.000000
60124340.000000;24.000000
60128820.000000;23.000000
60133390.000000;24.000000
60133500.000000;23.000000
60133550.000000;24.000000
60160790.000000;25.000000
60160790.000000;17.000000
60160790.000000;19.000000
60160790.000000;21.000000
60160890.000000;26.000000
60163350.000000;27.000000
60163650.000000;28.000000
60163850.000000;27.000000
60164260.000000;28.000000
60164860.000000;27.000000
60165720.000000;28.000000
60165820.000000;27.000000
60166330.000000;28.000000
60166380.000000;27.000000
60166830.000000;18.000000
60166830.000000;20.000000
60166830.000000;22.000000
60166930.000000;28.000000
60167030.000000;27.000000
60167030.000000;30.000000
60167030.000000;36.000000
60169230.000000;28.000000
60183500.000000;25.000000
60183800.000000;26.000000
60184250.000000;25.000000
60184760.000000;26.000000
60184960.000000;25.000000
60185780.000000;26.000000
60188030.000000;23.000000
60188530.000000;24.000000
60189140.000000;23.000000
60190540.000000;24.000000
60190740.000000;23.000000
60190940.000000;24.000000
60193000.000000;25.000000
60193050.000000;26.000000
60193400.000000;25.000000
60193750.000000;26.000000
60197620.000000;25.000000
60197670.000000;26.000000
60281810.000000;25.000000
60282530.000000;26.000000
60284120.000000;23.000000
60284670.000000;24.000000
60284970.000000;23.000000
60285720.000000;24.000000
60286180.000000;23.000000
60287090.000000;24.000000
60288740.000000;27.000000
60289040.000000;28.000000
60289660.000000;27.000000
60290010.000000;28.000000
60290360.000000;27.000000
60290820.000000;28.000000
60290920.000000;27.000000
60290970.000000;28.000000
60291720.000000;27.000000
60292980.000000;28.000000
60293190.000000;27.000000
60293240.000000;28.000000
60293340.000000;27.000000
60293390.000000;28.000000
60293990.000000;27.000000
60298720.000000;28.000000
60301120.000000;25.000000
60301570.000000;26.000000
60301620.000000;25.000000
60302120.000000;26.000000
60303490.000000;23.000000
60303640.000000;24.000000
60304140.000000;23.000000
60305150.000000;24.000000
60305400.000000;23.000000
60305800.000000;24.000000
60322120.000000;25.000000
60322370.000000;26.000000
60323170.000000;25.000000
60323880.000000;26.000000
60326550.000000;25.000000
60327060.000000;26.000000
60329110.000000;27.000000
60329470.000000;28.000000
60329770.000000;27.000000
60330070.000000;28.000000
60347070.000000;33.000000
60363310.000000;25.000000
60363310.000000;17.000000
60363310.000000;19.000000
60363310.000000;21.000000
60363920.000000;26.000000
60364320.000000;25.000000
60364420.000000;26.000000
60364470.000000;25.000000
60364580.000000;26.000000
60364730.000000;25.000000
60364830.000000;26.000000
60365750.000000;23.000000
60366250.000000;24.000000
60366350.000000;23.000000
60366450.000000;24.000000
60366650.000000;23.000000
60366950.000000;24.000000
60367000.000000;23.000000
60367350.000000;24.000000
60367550.000000;23.000000
60368110.000000;24.000000
60368530.000000;23.000000
60369200.000000;24.000000
60369250.000000;23.000000
60369300.000000;24.000000
60369400.000000;18.000000
60369400.000000;20.000000
60369400.000000;22.000000
60370820.000000;27.000000
60370820.000000;30.000000
60370820.000000;36.000000
60373120.000000;28.000000
60381010.000000;25.000000
60381360.000000;26.000000
60381710.000000;25.000000
60382660.000000;26.000000
60383660.000000;25.000000
60383710.000000;26.000000
60383810.000000;25.000000
60383960.000000;26.000000
60384740.000000;25.000000
60385240.000000;26.000000
60391770.000000;25.000000
60391820.000000;26.000000
60391870.000000;25.000000
60393720.000000;26.000000
60394070.000000;25.000000
60394870.000000;26.000000
60397470.000000;25.000000
60397570.000000;26.000000
60397620.000000;25.000000
60400490.000000;26.000000
60402620.000000;25.000000
60402980.000000;26.000000
60416220.000000;25.000000
60417680.000000;26.000000
60532860.000000;33.000000
60684670.000000;23.000000
60685470.000000;24.000000
60685770.000000;23.000000
60686530.000000;24.000000
60686580.000000;23.000000
60687000.000000;24.000000
60689150.000000;27.000000
60690030.000000;28.000000
60690180.000000;27.000000
60690840.000000;28.000000
60691770.000000;27.000000
60691770.000000;28.000000
60692560.000000;25.000000
60692560.000000;17.000000
60692560.000000;19.000000
60692560.000000;21.000000
60692860.000000;26.000000
60693070.000000;25.000000
60693580.000000;26.000000
60695040.000000;25.000000
60695440.000000;26.000000
60695590.000000;18.000000
60695640.000000;20.000000
60695640.000000;22.000000
60696840.000000;23.000000
60696840.000000;35.000000
60696840.000000;36.000000
60697500.000000;24.000000
60697600.000000;23.000000
60698200.000000;24.000000
60698400.000000;23.000000
60698600.000000;24.000000
60698700.000000;23.000000
60699650.000000;24.000000
60699900.000000;23.000000
60700500.000000;24.000000
60703460.000000;25.000000
60703860.000000;26.000000
60704060.000000;25.000000
60705920.000000;26.000000
60807850.000000;33.000000
61106170.000000;25.000000
61106170.000000;17.000000
61106170.000000;19.000000
61106170.000000;21.000000
61106380.000000;26.000000
61108060.000000;23.000000
61108120.000000;24.000000
61108320.000000;23.000000
61108670.000000;24.000000
61108820.000000;23.000000
61109240.000000;18.000000
61109290.000000;20.000000
61109290.000000;22.000000
61109340.000000;24.000000
61109550.000000;23.000000
61109550.000000;29.000000
61109550.000000;36.000000
61111720.000000;24.000000
61125730.000000;25.000000
61126710.000000;26.000000
61126960.000000;25.000000
61127070.000000;26.000000
61130480.000000;25.000000
61131830.000000;26.000000
61131930.000000;25.000000
61132430.000000;26.000000
61152550.000000;33.000000
61152800.000000;25.000000
61152800.000000;17.000000
61152800.000000;19.000000
61152800.000000;21.000000
61152850.000000;26.000000
61155860.000000;20.000000
61155910.000000;18.000000
61155910.000000;22.000000
61172570.000000;25.000000
61172620.000000;26.000000
61185860.000000;34.000000
61185860.000000;36.000000
61226460.000000;25.000000
61229210.000000;26.000000
61230430.000000;25.000000
61230480.000000;26.000000
61308870.000000;33.000000
61548080.000000;25.000000
61548080.000000;17.000000
61548080.000000;19.000000
61548080.000000;21.000000
61548280.000000;26.000000
61548750.000000;25.000000
61548800.000000;26.000000
61550690.000000;23.000000
61551190.000000;24.000000
61551440.000000;23.000000
61552110.000000;24.000000
61552160.000000;23.000000
61553120.000000;24.000000
61553220.000000;23.000000
61553570.000000;24.000000
61554170.000000;18.000000
61554170.000000;20.000000
61554170.000000;22.000000
61554940.000000;27.000000
61554940.000000;30.000000
61554940.000000;36.000000
61557370.000000;28.000000
61562510.000000;27.000000
61563460.000000;28.000000
61564660.000000;25.000000
61564710.000000;26.000000
61564810.000000;25.000000
61564860.000000;26.000000
61565210.000000;25.000000
61565520.000000;26.000000
61572440.000000;25.000000
61572540.000000;26.000000
61574700.000000;25.000000
61575110.000000;26.000000
61575160.000000;25.000000
61575320.000000;26.000000
61576090.000000;25.000000
61577590.000000;26.000000
61578540.000000;25.000000
61579890.000000;26.000000
61590880.000000;25.000000
61594300.000000;26.000000
61634140.000000;25.000000
61634450.000000;26.000000
61704970.000000;33.000000
61863030.000000;25.000000
61863030.000000;17.000000
61863030.000000;19.000000
61863030.000000;21.000000
61863180.000000;26.000000
61863850.000000;25.000000
61864000.000000;26.000000
61866130.000000;18.000000
61866130.000000;20.000000
61866130.000000;22.000000
61867790.000000;23.000000
61867790.000000;29.000000
61867790.000000;36.000000
61870020.000000;24.000000
61880630.000000;25.000000
61885370.000000;26.000000
61885470.000000;25.000000
61893840.000000;26.000000
61893890.000000;25.000000
61894090.000000;26.000000
61894810.000000;25.000000
61895010.000000;26.000000
61954810.000000;33.000000
62004280.000000;25.000000
62004280.000000;17.000000
62004280.000000;19.000000
62004280.000000;21.000000
62004330.000000;26.000000
62004630.000000;25.000000
62004930.000000;26.000000
62007340.000000;18.000000
62007340.000000;20.000000
62007340.000000;22.000000
62007660.000000;25.000000
62008110.000000;26.000000
62008260.000000;25.000000
62010250.000000;26.000000
62010450.000000;25.000000
62012950.000000;26.000000
62037320.000000;34.000000
62037320.000000;36.000000
62072320.000000;33.000000
62301360.000000;25.000000
62301360.000000;17.000000
62301360.000000;19.000000
62301360.000000;21.000000
62301360.000000;26.000000
62301510.000000;25.000000
62301970.000000;26.000000
62303960.000000;23.000000
62304470.000000;18.000000
62304470.000000;20.000000
62304470.000000;22.000000
62304520.000000;24.000000
62304570.000000;23.000000
62304570.000000;35.000000
62304570.000000;36.000000
62305130.000000;24.000000
62305340.000000;23.000000
62307360.000000;24.000000
62307560.000000;23.000000
62308110.000000;24.000000
62309480.000000;25.000000
62310050.000000;26.000000
62310700.000000;25.000000
62312970.000000;26.000000
62313170.000000;25.000000
62315130.000000;26.000000
62318730.000000;25.000000
62320390.000000;26.000000
62320440.000000;25.000000
62320640.000000;26.000000
62320990.000000;25.000000
62321990.000000;26.000000
62323140.000000;25.000000
62324050.000000;26.000000
62324250.000000;25.000000
62325310.000000;26.000000
62432600.000000;33.000000
62639430.000000;25.000000
62639430.000000;17.000000
62639430.000000;19.000000
62639430.000000;21.000000
62640430.000000;26.000000
62642510.000000;18.000000
62642510.000000;20.000000
62642510.000000;22.000000
62645250.000000;23.000000
62645250.000000;29.000000
62645250.000000;36.000000
62647680.000000;24.000000
62662190.000000;25.000000
62663340.000000;26.000000
62663390.000000;25.000000
62663940.000000;26.000000
62663990.000000;25.000000
62664040.000000;26.000000
62664100.000000;25.000000
62664200.000000;26.000000
62666750.000000;25.000000
62667500.000000;26.000000
62668050.000000;25.000000
62668100.000000;26.000000
62668350.000000;25.000000
62670200.000000;26.000000
62670250.000000;25.000000
62670350.000000;26.000000
62679790.000000;25.000000
62679840.000000;26.000000
62679940.000000;25.000000
62684360.000000;26.000000
62692720.000000;25.000000
62699900.000000;26.000000
62703280.000000;33.000000
62904830.000000;25.000000
62904830.000000;17.000000
62904830.000000;19.000000
62904830.000000;21.000000
62904930.000000;26.000000
62910900.000000;18.000000
62910900.000000;20.000000
62910900.000000;22.000000
62940880.000000;34.000000
62940880.000000;36.000000
63096880.000000;33.000000
63282390.000000;23.000000
63283140.000000;24.000000
63284040.000000;25.000000
63284040.000000;17.000000
63284040.000000;19.000000
63284040.000000;21.000000
63284640.000000;26.000000
63285790.000000;25.000000
63285890.000000;26.000000
63285990.000000;25.000000
63286690.000000;26.000000
63289890.000000;23.000000
63290090.000000;18.000000
63290090.000000;20.000000
63290090.000000;22.000000
63290540.000000;24.000000
63292440.000000;27.000000
63292440.000000;30.000000
63292440.000000;36.000000
63294960.000000;28.000000
63301140.000000;27.000000
63301790.000000;28.000000
63303360.000000;25.000000
63303960.000000;26.000000
63304010.000000;25.000000
63304360.000000;26.000000
63313720.000000;25.000000
63316520.000000;26.000000
63320870.000000;25.000000
63322170.000000;26.000000
63336030.000000;25.000000
63336130.000000;26.000000
63336330.000000;25.000000
63341130.000000;26.000000
63341330.000000;25.000000
63374470.000000;33.000000
63629380.000000;26.000000
63631090.000000;25.000000
63631090.000000;17.000000
63631090.000000;19.000000
63631090.000000;21.000000
63637180.000000;18.000000
63637180.000000;20.000000
63637180.000000;22.000000
63667160.000000;34.000000
63667160.000000;36.000000
63699170.000000;33.000000
63722280.000000;26.000000
63722530.000000;25.000000
63722530.000000;17.000000
63722530.000000;19.000000
63722530.000000;21.000000
63722730.000000;26.000000
63725580.000000;18.000000
63725580.000000;20.000000
63725580.000000;22.000000
63728770.000000;25.000000
63731720.000000;23.000000
63731720.000000;35.000000
63731720.000000;36.000000
63731820.000000;24.000000
63748640.000000;26.000000
63748690.000000;25.000000
63815100.000000;26.000000
63843090.000000;25.000000
63843140.000000;26.000000
63843540.000000;25.000000
63843690.000000;26.000000
63844240.000000;25.000000
63847890.000000;26.000000
63871730.000000;33.000000
64281900.000000;25.000000
64281900.000000;17.000000
64281900.000000;19.000000
64281900.000000;21.000000
64282550.000000;26.000000
64286900.000000;23.000000
64287250.000000;24.000000
64287400.000000;23.000000
64287900.000000;18.000000
64287900.000000;20.000000
64287900.000000;22.000000
64287900.000000;24.000000
64291700.000000;25.000000
64292600.000000;26.000000
64293350.000000;25.000000
64295060.000000;26.000000
64304510.000000;25.000000
64304610.000000;26.000000
64304960.000000;25.000000
64317850.000000;34.000000
64317850.000000;36.000000
64361860.000000;33.000000
64645110.000000;26.000000
64646460.000000;25.000000
64646460.000000;17.000000
64646460.000000;19.000000
64646460.000000;21.000000
64652460.000000;22.000000
64652460.000000;20.000000
64652460.000000;18.000000
64682410.000000;34.000000
64682410.000000;36.000000
64846410.000000;33.000000
64922950.000000;26.000000
65070850.000000;25.000000
65070850.000000;17.000000
65070850.000000;19.000000
65070850.000000;21.000000
65070910.000000;26.000000
65073380.000000;23.000000
65073930.000000;18.000000
65073930.000000;20.000000
65073930.000000;22.000000
65073930.000000;24.000000
65074080.000000;23.000000
65074080.000000;29.000000
65074080.000000;36.000000
65076880.000000;24.000000
65085000.000000;23.000000
65087470.000000;24.000000
65113010.000000;25.000000
65113060.000000;26.000000
65113310.000000;25.000000
65114130.000000;33.000000
65114980.000000;26.000000
65117280.000000;25.000000
65117280.000000;17.000000
65117280.000000;19.000000
65117280.000000;21.000000
65118580.000000;26.000000
65120130.000000;27.000000
65120280.000000;28.000000
65120330.000000;18.000000
65120330.000000;20.000000
65120330.000000;22.000000
65120590.000000;27.000000
65120590.000000;36.000000
65121040.000000;28.000000
65121790.000000;27.000000
65122190.000000;28.000000
65122590.000000;27.000000
65123140.000000;28.000000
65123250.000000;27.000000
65123700.000000;28.000000
65124010.000000;27.000000
65124410.000000;28.000000
65124460.000000;27.000000
65124710.000000;28.000000
65124760.000000;27.000000
65125110.000000;28.000000
65125570.000000;27.000000
65126070.000000;28.000000
65126570.000000;27.000000
65127120.000000;28.000000
65127820.000000;27.000000
65128670.000000;28.000000
65129370.000000;27.000000
65130020.000000;28.000000
65130720.000000;27.000000
65131970.000000;28.000000
65132320.000000;27.000000
65132470.000000;28.000000
65132520.000000;27.000000
65133670.000000;28.000000
65138760.000000;25.000000
65140180.000000;26.000000
65140330.000000;25.000000
65140380.000000;26.000000
65140730.000000;25.000000
65143880.000000;26.000000
65144180.000000;25.000000
65144330.000000;26.000000
65161610.000000;33.000000
65190500.000000;25.000000
65190500.000000;17.000000
65190500.000000;19.000000
65190500.000000;21.000000
65193300.000000;26.000000
65193550.000000;18.000000
65193550.000000;20.000000
65193550.000000;22.000000
65194300.000000;25.000000
65195150.000000;26.000000
65213820.000000;25.000000
65214420.000000;26.000000
65223520.000000;34.000000
65223520.000000;36.000000
65230520.000000;25.000000
65231170.000000;26.000000
65233190.000000;25.000000
65233390.000000;26.000000
65233490.000000;25.000000
65234000.000000;26.000000
65234200.000000;25.000000
65234260.000000;26.000000
65235760.000000;25.000000
65238360.000000;26.000000
65239210.000000;25.000000
65239310.000000;26.000000
65241520.000000;23.000000
65241980.000000;24.000000
65242180.000000;23.000000
65242330.000000;24.000000
65242530.000000;23.000000
65243280.000000;24.000000
65243430.000000;23.000000
65243830.000000;24.000000
65244130.000000;23.000000
65244230.000000;24.000000
65244280.000000;23.000000
65244380.000000;24.000000
65246390.000000;27.000000
65247140.000000;28.000000
65247190.000000;27.000000
65247690.000000;28.000000
65247940.000000;27.000000
65248090.000000;28.000000
65248140.000000;27.000000
65248290.000000;28.000000
65249240.000000;27.000000
65250090.000000;28.000000
65250290.000000;27.000000
65250740.000000;28.000000
65250890.000000;27.000000
65251190.000000;28.000000
65252290.000000;27.000000
65253340.000000;28.000000
65253440.000000;27.000000
65253540.000000;28.000000
65254240.000000;25.000000
65254340.000000;26.000000
65254740.000000;25.000000
65254840.000000;26.000000
65256500.000000;25.000000
65256550.000000;26.000000
65256750.000000;25.000000
65260660.000000;26.000000
65265540.000000;33.000000
65275810.000000;25.000000
65275810.000000;17.000000
65275810.000000;19.000000
65275810.000000;21.000000
65278010.000000;26.000000
65278860.000000;18.000000
65278860.000000;20.000000
65278860.000000;22.000000
65308820.000000;34.000000
65308820.000000;36.000000
65316170.000000;25.000000
65319570.000000;26.000000
65319670.000000;25.000000
65320020.000000;26.000000
65377860.000000;33.000000
65417630.000000;25.000000
65417630.000000;17.000000
65417630.000000;19.000000
65417630.000000;21.000000
65417780.000000;26.000000
65417830.000000;25.000000
65417980.000000;26.000000
65418080.000000;25.000000
65418430.000000;26.000000
65420690.000000;18.000000
65420690.000000;20.000000
65420690.000000;22.000000
65420790.000000;23.000000
65420790.000000;29.000000
65420790.000000;36.000000
65422900.000000;24.000000
65430680.000000;25.000000
65430790.000000;26.000000
65430950.000000;25.000000
65431600.000000;26.000000
65434000.000000;25.000000
65434160.000000;26.000000
65434460.000000;25.000000
65434860.000000;26.000000
65435070.000000;25.000000
65435120.000000;26.000000
65437370.000000;25.000000
65437470.000000;26.000000
65437570.000000;25.000000
65438720.000000;26.000000
65439180.000000;25.000000
65439290.000000;26.000000
65440910.000000;25.000000
65443400.000000;26.000000
65456820.000000;33.000000
65460120.000000;25.000000
65460120.000000;17.000000
65460120.000000;19.000000
65460120.000000;21.000000
65460720.000000;26.000000
65461830.000000;25.000000
65461880.000000;26.000000
65463280.000000;25.000000
65463330.000000;26.000000
65466140.000000;18.000000
65466140.000000;20.000000
65466140.000000;22.000000
65470260.000000;25.000000
65470660.000000;26.000000
65470810.000000;25.000000
65471010.000000;26.000000
65472670.000000;25.000000
65472920.000000;26.000000
65473270.000000;25.000000
65473820.000000;26.000000
65474020.000000;25.000000
65474370.000000;26.000000
65474970.000000;25.000000
65475320.000000;26.000000
65492950.000000;25.000000
65493050.000000;26.000000
65493560.000000;25.000000
65495570.000000;26.000000
65495630.000000;25.000000
65495780.000000;26.000000
65496130.000000;34.000000
65496130.000000;36.000000
65555700.000000;25.000000
65556900.000000;26.000000
65557100.000000;25.000000
65559400.000000;26.000000
65572150.000000;33.000000
65863180.000000;23.000000
65863980.000000;24.000000
65864380.000000;23.000000
65864840.000000;24.000000
65864990.000000;23.000000
65865140.000000;24.000000
65866760.000000;27.000000
65867210.000000;28.000000
65867460.000000;27.000000
65867560.000000;28.000000
65868010.000000;27.000000
65868060.000000;28.000000
65868260.000000;27.000000
65868710.000000;28.000000
65868760.000000;27.000000
65868910.000000;28.000000
65869620.000000;27.000000
65869970.000000;28.000000
65871020.000000;27.000000
65871270.000000;28.000000
65871320.000000;27.000000
65871370.000000;28.000000
65871420.000000;27.000000
65871520.000000;28.000000
65871620.000000;27.000000
65871670.000000;28.000000
66060660.000000;25.000000
66060660.000000;17.000000
66060660.000000;19.000000
66060660.000000;21.000000
66060910.000000;26.000000
66060960.000000;25.000000
66061010.000000;26.000000
66063510.000000;23.000000
66064280.000000;24.000000
66064380.000000;23.000000
66064980.000000;24.000000
66066700.000000;18.000000
66066700.000000;27.000000
66066700.000000;22.000000
66066750.000000;20.000000
66067110.000000;28.000000
66067310.000000;27.000000
66067310.000000;35.000000
66067310.000000;36.000000
66067770.000000;28.000000
66067970.000000;27.000000
66068480.000000;28.000000
66068530.000000;27.000000
66068730.000000;28.000000
66069330.000000;27.000000
66069630.000000;28.000000
66069680.000000;27.000000
66070230.000000;28.000000
66070830.000000;27.000000
66071630.000000;28.000000
66072230.000000;27.000000
66072830.000000;28.000000
66102830.000000;25.000000
66102880.000000;26.000000
66102930.000000;25.000000
66103030.000000;26.000000
66103080.000000;25.000000
66103430.000000;26.000000
66134920.000000;25.000000
66135270.000000;26.000000
66135520.000000;25.000000
66135670.000000;26.000000
66137020.000000;25.000000
66137120.000000;26.000000
66138120.000000;25.000000
66138720.000000;26.000000
66138970.000000;25.000000
66139770.000000;26.000000
66142220.000000;23.000000
66142570.000000;24.000000
66142720.000000;23.000000
66143320.000000;24.000000
66143670.000000;23.000000
66144320.000000;33.000000
66146420.000000;24.000000
66148830.000000;23.000000
66151280.000000;24.000000
66151480.000000;23.000000
66151530.000000;24.000000
66152480.000000;25.000000
66152480.000000;17.000000
66152480.000000;19.000000
66152480.000000;21.000000
66152680.000000;26.000000
66153980.000000;27.000000
66154030.000000;28.000000
66154580.000000;27.000000
66155080.000000;28.000000
66155280.000000;27.000000
66155430.000000;28.000000
66155940.000000;27.000000
66156240.000000;28.000000
66156340.000000;27.000000
66156640.000000;28.000000
66157140.000000;27.000000
66157490.000000;28.000000
66157890.000000;27.000000
66157940.000000;28.000000
66157990.000000;27.000000
66158040.000000;28.000000
66158090.000000;27.000000
66158390.000000;28.000000
66158540.000000;18.000000
66158540.000000;20.000000
66158540.000000;22.000000
66158740.000000;27.000000
66158740.000000;30.000000
66158740.000000;36.000000
66161040.000000;28.000000
66183910.000000;25.000000
66184010.000000;26.000000
66184310.000000;25.000000
66187490.000000;26.000000
66189790.000000;25.000000
66190540.000000;26.000000
66190690.000000;25.000000
66190890.000000;26.000000
66191740.000000;33.000000
66222700.000000;25.000000
66222700.000000;17.000000
66222700.000000;19.000000
66222700.000000;21.000000
66222800.000000;26.000000
66222850.000000;25.000000
66222950.000000;26.000000
66228770.000000;18.000000
66228770.000000;20.000000
66228770.000000;22.000000
66229270.000000;23.000000
66229270.000000;36.000000
66229520.000000;24.000000
66229730.000000;23.000000
66230840.000000;24.000000
66231090.000000;23.000000
66231140.000000;24.000000
66231190.000000;23.000000
66231640.000000;24.000000
66231790.000000;23.000000
66232000.000000;24.000000
66233560.000000;27.000000
66233660.000000;28.000000
66233710.000000;27.000000
66234110.000000;28.000000
66235660.000000;25.000000
66235760.000000;26.000000
66240880.000000;25.000000
66242590.000000;26.000000
66242990.000000;25.000000
66243040.000000;26.000000
66243090.000000;25.000000
66245500.000000;26.000000
66245650.000000;25.000000
66246910.000000;26.000000
66304270.000000;33.000000
66538140.000000;23.000000
66538390.000000;24.000000
66538990.000000;23.000000
66539700.000000;24.000000
66540100.000000;23.000000
66540760.000000;24.000000
66540860.000000;23.000000
66541160.000000;24.000000
66543060.000000;27.000000
66543210.000000;28.000000
66545620.000000;25.000000
66545620.000000;17.000000
66545620.000000;19.000000
66545620.000000;21.000000
66547020.000000;26.000000
66547670.000000;25.000000
66547770.000000;26.000000
66548720.000000;25.000000
66548770.000000;26.000000
66550930.000000;23.000000
66551630.000000;18.000000
66551630.000000;20.000000
66551630.000000;22.000000
66552180.000000;24.000000
66554330.000000;27.000000
66554330.000000;30.000000
66554330.000000;36.000000
66556530.000000;28.000000
66564490.000000;27.000000
66564740.000000;28.000000
66566000.000000;25.000000
66566260.000000;26.000000
66566460.000000;25.000000
66566910.000000;26.000000
66567070.000000;25.000000
66567830.000000;26.000000
66568380.000000;25.000000
66568490.000000;26.000000
66568640.000000;25.000000
66569450.000000;26.000000
66569870.000000;25.000000
66570070.000000;26.000000
66582590.000000;25.000000
66584340.000000;33.000000
66585090.000000;26.000000
66604200.000000;25.000000
66604200.000000;17.000000
66604200.000000;19.000000
66604200.000000;21.000000
66605400.000000;26.000000
66610270.000000;18.000000
66610270.000000;20.000000
66610270.000000;22.000000
66640240.000000;34.000000
66640240.000000;36.000000
66700240.000000;33.000000
67001870.000000;23.000000
67002620.000000;24.000000
67002720.000000;23.000000
67002820.000000;24.000000
67002870.000000;23.000000
67002980.000000;24.000000
67003030.000000;23.000000
67004340.000000;24.000000
67004390.000000;23.000000
67004440.000000;24.000000
67006700.000000;25.000000
67006700.000000;17.000000
67006700.000000;19.000000
67006700.000000;21.000000
67008250.000000;26.000000
67008450.000000;25.000000
67008650.000000;26.000000
67010650.000000;25.000000
67010750.000000;26.000000
67011050.000000;25.000000
67011150.000000;26.000000
67011200.000000;25.000000
67011300.000000;26.000000
67012700.000000;18.000000
67012700.000000;20.000000
67012700.000000;22.000000
67013550.000000;23.000000
67013550.000000;36.000000
67014450.000000;24.000000
67014650.000000;23.000000
67016200.000000;24.000000
67018100.000000;27.000000
67018400.000000;28.000000
67019600.000000;25.000000
67023240.000000;26.000000
67027920.000000;25.000000
67029670.000000;26.000000
67079560.000000;33.000000
67296200.000000;25.000000
67296200.000000;17.000000
67296200.000000;19.000000
67296200.000000;21.000000
67296510.000000;26.000000
67297710.000000;25.000000
67298410.000000;26.000000
67300160.000000;23.000000
67300310.000000;24.000000
67300710.000000;23.000000
67301010.000000;24.000000
67301210.000000;23.000000
67302230.000000;18.000000
67302230.000000;20.000000
67302230.000000;22.000000
67303240.000000;24.000000
67303290.000000;23.000000
67303290.000000;36.000000
67303640.000000;24.000000
